t,tpcc_warehouse_count,tpcc_warehouse_affinity,run_until_tx,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx
496,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,447.9,29353771,25.63,3.07,71.3,59.17,4.45,548758806994433,133865,43899,43899,1,19.6,18,825.29,6273632,106336,60891,7.88,1123,823.11,98672,4.51,1398669
496,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1172.83,76862761,30.01,10.15,59.84,36.06,6.49,174174178602663,235950,12274,12275,0.99,17.75,19,2388.25,795,192256,189881,17.11,21497,2368.9,155166,20.53,2305539
496,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,723.06,47386263,23.66,7.37,68.97,50.14,3.49,142957802235248,127181,26847,26847,1,19.08,19,1619.14,1864096,100963,58331,13.07,10227,1610.39,166875,7.93,2300747
497,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,709.97,46528443,10.47,4.17,85.37,69.93,3.62,189447604375882,140286,71215,71215,1,19.58,19,1424.96,2276695,111571,110472,9.71,2877,1415.22,92614,11.17,1379526
497,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,448.68,29404512,27.71,3.18,69.11,56.56,4.79,459459898624496,136492,43185,43185,1,19.63,18,795.65,7468488,108450,61673,8.13,1177,792.84,97787,4.04,1384450
497,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1175.15,77014446,28.33,10.13,61.54,37.5,6.37,6356562136139.09,226883,19355,19355,1,17.74,19,2393.8,1347,184946,182522,17.11,19969,2373.91,155187,19.77,2305882
497,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,725.21,47527454,9.87,8.89,81.23,58.41,1.52,3174625351350.57,57020,40000,40000,1.01,18.27,18,2251.63,9173,46200,26401,15.81,13340,2239.53,163720,8.25,2294752
498,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,711.35,46618967,9.16,4.13,86.72,71.68,3.2,215946098180649,125087,68427,68427,1,19.53,18,1425.13,1805613,99297,98309,9.45,2626,1415.8,92563,11.8,1378834
498,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,449.5,29458117,0,0,100,0,0,-1122766.87,131737,43970,43970,1,19.63,18,843.54,6300289,104468,59927,0,1382,840.89,98630,4.6,1396989
498,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1177.44,77164574,28.79,9.95,61.26,37.35,6.27,328018501409563,230957,15431,15431,1,17.77,19,2359.51,1075,188376,185977,17.16,21222,2340.04,153681,21.23,2282241
498,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,725.15,47523727,99.49,0.01,0.5,0.43,14.51,35880826196259.9,504831,127,127,1.04,19.65,18,2.2,1393983,404120,232174,0.06,11,2.18,163877,7.46,2301341
499,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,712.72,46708514,10.48,4.11,85.41,70.62,3.61,39226150331386.2,144227,67393,67393,1,19.58,19,1407.44,1740794,114814,113712,9.36,2740,1399.15,91489,11.11,1359622
499,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,450.32,29511955,25.55,3.22,71.23,58.55,4.44,103476930457163,128918,44979,44979,1,19.62,18,841.23,6584358,102409,58655,8.25,1179,838.75,98102,3.96,1388477
499,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1179.75,77315886,27.21,9.97,62.82,38.65,6.39,294563221952976,232487,16493,16493,1,17.78,19,2385.78,1122,189198,186684,17.39,20616,2365.56,154836,21.44,2297309
499,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,726.74,47627917,27.94,6.94,65.11,47.46,4.15,343661214050175,163867,26746,26746,1.04,19.37,18,1643.06,763547,130667,75191,12.23,10181,1634.54,160509,7.33,2232864
500,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,714.08,46798088,9.72,4.12,86.17,71.3,3.38,405181536824238,134296,67252,67252,1,19.57,19,1408.79,1793894,106639,105603,9.41,2695,1399.01,91556,11.26,1362350
500,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,451.12,29564639,0,0,100,0,0,-1120466.86,131541,42815,42815,1,19.63,18,826.23,6394051,104489,59891,0,1251,823.68,97746,4.07,1387283
500,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1182.07,77468142,29.53,10.16,60.31,36.21,6.29,29153970323353.9,226123,15967,15966,1,17.76,19,2402.29,1136,184366,182029,17.35,21457,2382.08,155833,20.64,2314383
500,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,728.75,47759599,16.76,8.13,75.11,54,2.46,174705747762824,96770,36700,36700,1,18.77,19,1955.49,726288,76815,44487,14.5,11104,1945.57,166105,7.89,2314334
501,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,715.46,46888631,9.74,4.12,86.14,71.36,3.41,306006861850090,137188,67184,67184,1,19.57,18,1424.52,1489658,108747,107673,9.38,2674,1415.44,92559,11.22,1375049
501,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,451.97,29620370,23.9,3.23,72.87,60.29,4.19,211661127625015,126656,45993,45993,1,19.6,18,874.58,6038970,100474,57750,8.17,1355,871.57,98951,3.95,1399307
501,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1184.38,77619675,28.39,10,61.61,37.5,6.34,298382991357782,232271,16047,16048,0.99,17.79,19,2370.1,1113,189148,186873,17.33,20943,2349.96,155111,20.22,2305312
501,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,730.8,47894000,13.63,8.47,77.9,56.31,2.15,282616967747298,76792,35819,35819,1,18.08,18,2114.9,6401,62276,35498,15,12307,2104.43,163616,7.79,2317774
502,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,716.85,46979470,10.55,4.11,85.34,70.33,3.69,452294624572703,147396,69483,69483,1,19.62,18,1429.12,1701652,117125,116013,9.52,2682,1419.54,92837,11.34,1382001
502,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,452.78,29673310,0,0,100,0,0,-951766.84,133582,46031,46030,1,19.61,18,828.78,7525186,106173,60761,0,1120,826.51,98728,3.76,1399973
502,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1186.68,77770136,28.24,9.92,61.84,37.88,6.44,342314031455902,231106,15004,15004,0.99,17.81,19,2367.75,1019,188003,185661,17.22,20820,2347.45,154032,19.47,2290729
502,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,730.74,47889480,89.45,1,9.56,7.01,12.72,322632384962298,493666,4293,4293,1.13,19.34,18,242.04,523759,397166,227900,1.76,1263,240.77,160883,7.94,2276204
503,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,718.23,47069611,9.53,4.1,86.37,71.51,3.37,372234216468409,135255,68393,68393,1,19.62,18,1416.95,1892724,107393,106310,9.4,3009,1407.84,92147,11.25,1375376
503,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,453.59,29726569,0,0,100,0,0,-215940.15,128379,45141,45142,1,19.6,18,835.84,6849259,101964,58082,0,1067,833.14,97672,4.12,1386466
503,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1188.98,77921112,28.54,10.23,61.23,36.97,6.1,152846604198391,222825,15480,15480,1,17.78,19,2380.43,1051,181214,178914,17.45,21038,2360.8,154541,20.72,2296217
503,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,732.49,48004188,28.15,6.6,65.24,47.63,4.21,255214772153265,153372,31526,31526,1,19.08,19,1483.48,1824619,121651,70430,12.02,8541,1475.04,167126,7.71,2317192
504,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,719.61,47160576,10.46,4.14,85.41,70.13,3.68,57582003998201.3,144286,71097,71097,1,19.65,18,1430.26,2116270,114429,113298,9.67,2745,1420.88,92966,11.08,1383013
504,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,454.38,29778044,28.81,3.2,67.99,54.95,5.03,386196024353951,138170,45346,45346,1,19.63,18,807.08,7502449,109696,62657,8.46,1057,804.69,98858,4.31,1395897
504,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1191.31,78073509,27.51,10.16,62.33,38.01,6.22,436581591564688,228086,17171,17171,1,17.77,19,2401.15,1170,185616,183281,17.2,20235,2380.35,155969,20.17,2316307
504,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,734.66,48146639,9.92,8.91,81.17,57.97,1.47,80202624061519.4,54688,41147,41147,1.01,18.25,18,2264.33,17004,44262,25380,15.84,12982,2252.57,164072,7.91,2303973
505,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,721,47251229,10.23,4.14,85.62,70.2,3.56,305448824177086,137566,71647,71647,1,19.65,18,1425.89,2237009,109038,107914,9.74,2828,1416.28,92642,11.22,1379110
505,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,455.16,29829627,24.35,3.04,72.61,61.1,4.22,42031915042580.7,130424,40354,40354,1,19.64,18,809.42,5977371,103389,59378,7.5,1237,806.88,95977,4.4,1357254
505,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1193.6,78223662,29.63,10.07,60.3,36.41,6.14,2487789157686.08,227108,13921,13921,1,17.77,19,2361.21,1118,185045,182697,17.1,21604,2341.33,153684,19.99,2284246
505,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,734.6,48142811,99.33,0.03,0.64,0.46,13.73,428633980044398,507732,490,490,1.04,19.64,18,7.88,1424940,406902,233706,0.14,20,7.86,165143,6.99,2319394
506,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,722.38,47341793,8.53,4.16,87.31,72.42,2.98,477672185547129,117781,66064,66064,1,19.56,18,1423.86,1757853,93401,92490,9.46,3065,1413.46,92587,11.03,1374393
506,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,455.98,29883329,24.58,3.16,72.26,60.32,4.27,620693283698643,132269,42520,42520,1,19.64,18,841.44,5704782,104758,59964,7.76,1538,838.97,98909,4.82,1396865
506,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1195.9,78374643,29.64,10.09,60.27,36.42,6.32,254676991539025,233340,15300,15300,0.99,17.81,19,2362.72,1176,190211,187909,17.07,25068,2344.34,154534,19.63,2296313
506,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,736.84,48289388,8.3,9.1,82.6,59.13,1.26,341155712773836,47599,44751,44751,1,18.79,19,2203.16,458834,37974,21962,16.09,11711,2191.29,165356,8.18,2294679
507,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,723.73,47430687,11.17,4.11,84.72,69.56,3.84,273358159814705,153048,70700,70700,1,19.65,18,1398.31,2298863,121323,120186,9.52,2867,1389.68,90875,10.75,1354128
507,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,456.76,29934443,0,0,100,0,0,-751866.8,136449,39124,39124,1,19.66,18,805.07,5857163,108175,61837,0,1366,802.6,97762,4.7,1383042
507,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1198.22,78526643,27.84,10.15,62.01,37.89,6.09,158464159269684,222393,13862,13862,0.99,17.77,19,2399.87,929,181099,178892,17.33,22073,2378.4,155564,20.7,2314298
507,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,739.01,48431842,9.61,8.82,81.57,58.89,1.55,86056551644673.1,54424,36785,36785,1,17.98,19,2229.2,6537,44108,25147,15.78,13147,2217.51,164201,7.89,2316112
508,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,725.12,47521213,10.51,4.15,85.34,69.51,3.65,252081088183603,139110,73399,73399,1,19.67,18,1421.93,2683797,110343,109287,9.94,2910,1412.07,92550,9.7,1375003
508,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,457.58,29987842,25.96,3.14,70.9,58.33,4.53,602216448133167,133260,44770,44770,1,19.67,18,833.75,6806476,105763,60929,8.13,1181,831.06,98698,3.87,1398910
508,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1200.48,78674835,24.87,9.99,65.13,42.04,5.87,315546038873016,217774,19482,19482,1,17.73,19,2340.04,1524,177091,174880,16.39,18306,2321.24,151671,20.55,2255853
508,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,739.21,48445013,78.18,2,19.82,14.71,11.06,103472808076800,441439,8276,8276,1.12,19,18,500.75,192638,356077,204057,3.56,2673,498.04,162019,8.05,2296765
509,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,726.5,47612005,9.56,4.16,86.28,70.98,3.32,80768236378434.1,128940,69923,69923,1,19.63,19,1427.11,2102091,102342,101339,9.64,2946,1417.51,92787,11.5,1381247
509,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,458.39,30040987,0,0,100,0,0,-983866.79,133422,43360,43360,1,19.68,18,833.25,6435845,105854,60852,0,1304,830.25,98525,4.48,1392620
509,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1202.8,78826943,29.1,10.53,60.37,36.04,5.91,292316704317340,217801,12916,12916,1,17.68,19,2396.39,880,177682,175452,17.57,22277,2376.47,155682,20.44,2313934
509,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,740.41,48523832,52.78,4.33,42.9,31.45,7.44,426774680713211,264624,17567,17567,1,19.27,19,954.62,1819417,210511,121510,7.85,5594,949.86,167236,7.05,2318465
510,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,727.86,47700955,9.76,4.18,86.06,71.01,3.35,11377596185851.4,130665,67146,67146,1,19.61,18,1399.74,2111992,103873,102874,9.5,2915,1390.91,90897,11.59,1353541
510,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,459.22,30095604,24.45,3.17,72.38,59.7,4.24,232776503002998,126265,45439,45439,1,19.66,18,858.02,6223743,100169,57320,8.17,1357,855.6,97915,4.37,1387592
510,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1205.12,78978518,29.27,10.57,60.16,35.77,6.2,342008639786701,230955,11490,11489,0.99,17.71,19,2353.86,785,188015,185654,17.15,22304,2335.06,155102,20.24,2305435
510,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,742.81,48680509,3.48,9.96,86.56,61.56,0.61,326178565961380,18436,43831,43831,1,18.26,19,2446.63,5963,14932,8566,17.19,14110,2433.21,166395,7.63,2322209
511,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,729.25,47791852,0,0,100,0,0,-814173.24,135512,69640,69640,1,19.6,18,1429.4,2019597,107552,106520,0,2869,1419.9,92912,10.97,1380668
511,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,460.04,30149143,24.84,3.18,71.97,59.56,4.01,636216422636522,117765,43275,43274,1,19.62,18,839.13,6555437,93463,53350,7.98,1414,836.26,94079,4.6,1330800
511,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1207.43,79130316,28.14,10.1,61.76,37.99,6.13,388701262194578,229541,12301,12302,0.99,17.7,19,2401.52,834,186767,184510,17.13,22317,2380.68,155337,19.21,2312179
511,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,744.14,48767912,37.1,5.92,56.98,41.95,5.39,103466881368209,210021,24905,24905,1.05,18.21,18,1493.45,13278,170921,96869,10.47,8280,1485.02,161638,8.16,2298605
512,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,730.63,47882482,9.62,4.08,86.3,71.35,3.31,484411459608885,131907,68086,68086,1,19.58,18,1425.13,1735547,104820,103749,9.43,2801,1415.1,92654,10.72,1378684
512,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,460.84,30201926,26.09,3.16,70.75,58.02,4.49,98821564522892.1,128970,44480,44481,1,19.61,18,828.04,6839223,102508,58540,8.21,1131,825.52,97136,4.42,1374699
512,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1209.74,79281368,27.01,10.12,62.87,38.71,5.99,200671245490015,221134,14751,14751,1,17.66,19,2392.97,1106,180015,177816,17.25,28254,2371.66,154598,19.94,2300437
513,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,731.99,47971694,7.67,4.07,88.26,74.1,2.61,354262976528543,105881,61012,61012,1,19.44,19,1401.15,1124652,84303,83454,8.93,2781,1391.22,91189,11.11,1356823
513,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,461.65,30254798,25.78,3.11,71.11,58.65,4.45,3925837984323.96,131214,43986,43986,1,19.62,19,827.77,6551115,104058,59501,8.04,1281,824.93,97823,4.46,1382474
513,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1212.04,79431956,25.68,10.22,64.1,40.36,6.09,58008068527745.2,225064,14838,14837,1,17.66,19,2365,1025,183638,181334,16.99,20830,2344.34,154146,21.3,2296211
514,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,733.37,48062000,10.64,4.05,85.31,70.6,3.57,475161003054349,145975,67735,67734,1,19.5,18,1422.43,1371702,116408,115284,9.27,2866,1412.58,92312,11.45,1372999
514,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,462.48,30308773,0,0,100,0,0,-348540.08,126731,42555,42555,1,19.6,19,846.27,6053055,100638,57574,0,1341,843.37,97504,4.85,1382092
514,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1214.34,79582917,27.9,10.04,62.07,38.31,6.11,48577725892312.2,224897,15205,15206,0.99,17.65,19,2356.64,1137,183877,181560,16.89,20786,2337.35,154507,20.77,2297856
515,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,734.76,48153119,10.66,4.1,85.24,70.15,3.63,6281800133202.36,145317,69602,69603,1,19.54,19,1431.63,1724223,115551,114443,9.51,3121,1420.99,93127,11.44,1382050
515,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,463.27,30360783,26.86,3.06,70.07,57.83,4.62,444761847253552,136500,43150,43150,1,19.62,18,818.02,6352799,108212,62031,7.94,1296,815.19,98634,4.24,1395837
515,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1216.66,79735165,29.87,10.38,59.75,35.23,6.18,318944262870257,231207,12360,12360,0.99,17.66,19,2404.8,850,188567,186151,17.68,23802,2383.35,155837,20.39,2317315
516,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,736.14,48243564,8.96,4.09,86.95,72.23,3.08,224715507788260,124889,65944,65944,1,19.48,18,1423.27,1565064,99025,98027,9.3,2877,1413.97,92426,10.83,1371243
516,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,464.05,30411947,0,0,100,0,0,-438966.74,140385,43392,43392,1,19.66,18,803.93,6606246,111305,63850,0,1292,801.23,98928,4.1,1396500
516,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1218.96,79885515,27.85,10.21,61.95,37.91,6.24,406949746526111,228300,13488,13487,0.99,17.67,19,2369.88,966,186350,184020,17.21,21817,2350.85,153904,21.55,2289856
517,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,737.52,48334391,9.91,4.1,85.99,71,3.39,387750055799598,134365,67932,67932,1,19.47,19,1426.84,1667109,106969,105908,9.43,2898,1417.39,92833,11.12,1381930
517,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,464.88,30466500,0,0,100,0,0,-407340.06,126233,45025,45025,1,19.64,18,852.95,6609591,100048,57423,0,1325,850.08,97620,3.67,1381041
517,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,1221.28,80037987,28.06,10.24,61.71,37.52,6.03,23572961179962.1,226407,13337,13338,0.99,17.64,19,2403.35,912,184511,182127,17.45,22231,2383.55,156015,19.22,2320579
518,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,738.91,48425000,9.93,4.09,85.98,71.12,3.37,357292424689017,135111,67687,67687,1,19.47,18,1426.52,1599857,107613,106548,9.39,2766,1416.78,92603,11.55,1376702
518,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,465.69,30519225,0,0,100,0,0,-1029766.72,132742,45048,45048,1,19.65,18,827.71,7024696,105395,60758,0,1289,825.55,97766,4.07,1382458
519,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,740.27,48514575,10.14,4.02,85.84,71.32,3.41,98816766869999.8,142462,65389,65388,1,19.51,19,1408.5,1326797,113425,112305,9.18,2775,1399.2,91559,11.59,1363282
519,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,466.52,30573986,24.56,3.18,72.26,59.67,4.3,156433579000282,127857,45680,45680,1,19.63,18,859.11,6357516,101468,58360,8.1,1288,856.07,98359,4.42,1393776
520,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,741.66,48605361,9.62,4.09,86.29,71.42,3.27,28864255232090.5,130261,67283,67284,1,19.47,18,1427.86,1464797,103467,102394,9.38,2860,1418,92814,10.7,1378433
